-3200  0.01500262
-3175  0.01569924
-3150  0.01638576
-3125  0.01706401
-3100  0.01772931
-3075  0.01838141
-3050  0.01901681
-3025  0.01963119
-3000  0.02022001
-2975  0.0207777
-2950  0.02130259
-2925  0.02179181
-2900  0.0222492
-2875  0.02267628
-2850  0.02308263
-2825  0.02347201
-2800  0.02385509
-2775  0.02423882
-2750  0.02462825
-2725  0.02502865
-2700  0.0254441
-2675  0.02588012
-2650  0.02634084
-2625  0.02683205
-2600  0.02735983
-2575  0.02792721
-2550  0.0285447
-2525  0.02921178
-2500  0.02993649
-2475  0.03072221
-2450  0.03157006
-2425  0.03248202
-2400  0.03345783
-2375  0.03449705
-2350  0.03559937
-2325  0.03676051
-2300  0.03797715
-2275  0.03924679
-2250  0.04056382
-2225  0.04192341
-2200  0.04332045
-2175  0.04475078
-2150  0.04621091
-2125  0.04769844
-2100  0.0492091
-2075  0.05074109
-2050  0.05229002
-2025  0.05385591
-2000  0.05543641
-1975  0.05703332
-1950  0.05864689
-1925  0.06027962
-1900  0.06193537
-1875  0.06361543
-1850  0.06532344
-1825  0.06705955
-1800  0.06883015
-1775  0.07063366
-1750  0.07247326
-1725  0.07434808
-1700  0.07626077
-1675  0.07821173
-1650  0.08020249
-1625  0.08223885
-1600  0.08432894
-1575  0.08648192
-1550  0.08871284
-1525  0.09103277
-1500  0.09346184
-1475  0.09601499
-1450  0.09871349
-1425  0.1015728
-1400  0.104613
-1375  0.1078488
-1350  0.1113001
-1325  0.1149801
-1300  0.1189066
-1275  0.1230947
-1250  0.1275592
-1225  0.1323083
-1200  0.1373484
-1175  0.1426715
-1150  0.1482647
-1125  0.1540999
-1100  0.1601402
-1075  0.1663357
-1050  0.1726301
-1025  0.1789632
-1000  0.1852728
-975  0.1914986
-950  0.1975885
-925  0.2035066
-900  0.2092257
-875  0.2147519
-850  0.2201075
-825  0.2253556
-800  0.2305871
-775  0.2359303
-750  0.2415564
-725  0.2476653
-700  0.2544997
-675  0.2623268
-650  0.271443
-625  0.2821546
-600  0.2947767
-575  0.3096082
-550  0.3269279
-525  0.3469679
-500  0.3699125
-475  0.3958656
-450  0.4248609
-425  0.456828
-400  0.491609
-375  0.5289385
-350  0.5684576
-325  0.6097068
-300  0.6521457
-275  0.6951482
-250  0.738038
-225  0.7800643
-200  0.8204817
-175  0.8584842
-150  0.8933414
-125  0.9242765
-100  0.9506539
-75  0.9718217
-50  0.9873486
-25  0.9967868
0  1
25  0.9967868
50  0.9873486
75  0.9718217
100  0.9506539
125  0.9242765
150  0.8933414
175  0.8584842
200  0.8204817
225  0.7800643
250  0.738038
275  0.6951482
300  0.6521457
325  0.6097068
350  0.5684576
375  0.5289385
400  0.491609
425  0.456828
450  0.4248609
475  0.3958656
500  0.3699125
525  0.3469679
550  0.3269279
575  0.3096082
600  0.2947767
625  0.2821546
650  0.271443
675  0.2623268
700  0.2544997
725  0.2476653
750  0.2415564
775  0.2359303
800  0.2305871
825  0.2253556
850  0.2201075
875  0.2147519
900  0.2092257
925  0.2035066
950  0.1975885
975  0.1914986
1000  0.1852728
1025  0.1789632
1050  0.1726301
1075  0.1663357
1100  0.1601402
1125  0.1540999
1150  0.1482647
1175  0.1426715
1200  0.1373484
1225  0.1323083
1250  0.1275592
1275  0.1230947
1300  0.1189066
1325  0.1149801
1350  0.1113001
1375  0.1078488
1400  0.104613
1425  0.1015728
1450  0.09871349
1475  0.09601499
1500  0.09346184
1525  0.09103277
1550  0.08871284
1575  0.08648192
1600  0.08432894
1625  0.08223885
1650  0.08020249
1675  0.07821173
1700  0.07626077
1725  0.07434808
1750  0.07247326
1775  0.07063366
1800  0.06883015
1825  0.06705955
1850  0.06532344
1875  0.06361543
1900  0.06193537
1925  0.06027962
1950  0.05864689
1975  0.05703332
2000  0.05543641
2025  0.05385591
2050  0.05229002
2075  0.05074109
2100  0.0492091
2125  0.04769844
2150  0.04621091
2175  0.04475078
2200  0.04332045
2225  0.04192341
2250  0.04056382
2275  0.03924679
2300  0.03797715
2325  0.03676051
2350  0.03559937
2375  0.03449705
2400  0.03345783
2425  0.03248202
2450  0.03157006
2475  0.03072221
2500  0.02993649
2525  0.02921178
2550  0.0285447
2575  0.02792721
2600  0.02735983
2625  0.02683205
2650  0.02634084
2675  0.02588012
2700  0.0254441
2725  0.02502865
2750  0.02462825
2775  0.02423882
2800  0.02385509
2825  0.02347201
2850  0.02308263
2875  0.02267628
2900  0.0222492
2925  0.02179181
2950  0.02130259
2975  0.0207777
3000  0.02022001
3025  0.01963119
3050  0.01901681
3075  0.01838141
3100  0.01772931
3125  0.01706401
3150  0.01638576
3175  0.01569924
